data_venda,id_venda,id_linha_venda,id_livro,qtde_item,nome_livro,categoria,autor,preco
2024-12-17,5449,5779,9,1,A Revolução dos Bichos,Ficção,George Orwell,62.8
2024-06-26,796,1126,9,3,A Revolução dos Bichos,Ficção,George Orwell,28.44
2024-12-17,6529,6859,6,3,Orgulho e Preconceito,Ficção,Jane Austen,149.06
2024-08-28,8047,8377,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,101.28
2025-02-21,2226,2556,2,1,1984,Ficção,George Orwell,71.56
2025-04-14,9254,9584,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,41.56
2024-07-13,8203,8533,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,111.02
2024-07-20,2603,2933,6,5,Orgulho e Preconceito,Ficção,Jane Austen,139.23
2024-06-23,7981,8311,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,103.88
2025-02-23,416,746,9,1,A Revolução dos Bichos,Ficção,George Orwell,63.87
2024-11-25,3581,3911,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,105.08
2024-09-22,2817,3147,3,3,Sapiens,Não Ficção,Yuval Noah Harari,146.02
2024-10-25,572,902,9,5,A Revolução dos Bichos,Ficção,George Orwell,53.23
2025-01-05,7179,7509,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,109.69
2025-01-21,6475,6805,3,5,Sapiens,Não Ficção,Yuval Noah Harari,21.44
2025-06-11,130,382,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,86.5
2024-07-30,5983,6313,4,5,O Hobbit,Ficção,J.R.R. Tolkien,124.24
2025-05-15,7663,7993,3,1,Sapiens,Não Ficção,Yuval Noah Harari,119.03
2024-11-22,5892,6222,3,5,Sapiens,Não Ficção,Yuval Noah Harari,70.73
2024-10-02,233,563,7,3,O Código Da Vinci,Ficção,Dan Brown,49.43
2025-01-18,9167,9497,6,4,Orgulho e Preconceito,Ficção,Jane Austen,142.62
2025-06-07,393,723,2,3,1984,Ficção,George Orwell,125.47
2025-04-22,8738,9068,4,3,O Hobbit,Ficção,J.R.R. Tolkien,79.72
2025-06-14,9307,9637,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,37.4
2024-09-24,1105,1435,2,1,1984,Ficção,George Orwell,95.85
2024-09-11,1,2,3,1,Sapiens,Não Ficção,Yuval Noah Harari,78.28
2024-11-16,151,442,4,2,O Hobbit,Ficção,J.R.R. Tolkien,44.91
2024-07-03,7884,8214,5,5,Dom Casmurro,Ficção,Machado de Assis,144.95
2025-06-16,450,780,5,1,Dom Casmurro,Ficção,Machado de Assis,108.46
2024-07-23,7780,8110,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,21.56
2024-07-21,3649,3979,4,5,O Hobbit,Ficção,J.R.R. Tolkien,52.84
2024-12-08,7058,7388,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,76.18
2025-04-08,6681,7011,4,2,O Hobbit,Ficção,J.R.R. Tolkien,95.75
2024-07-16,354,684,7,3,O Código Da Vinci,Ficção,Dan Brown,41.3
2025-03-24,7275,7605,2,4,1984,Ficção,George Orwell,39.58
2024-10-27,1626,1956,5,2,Dom Casmurro,Ficção,Machado de Assis,136.11
2025-04-27,7317,7647,6,1,Orgulho e Preconceito,Ficção,Jane Austen,144.47
2024-10-08,4446,4776,3,1,Sapiens,Não Ficção,Yuval Noah Harari,58.2
2025-01-05,8488,8818,7,4,O Código Da Vinci,Ficção,Dan Brown,55.33
2025-06-15,3608,3938,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,73.95
2024-11-25,5064,5394,6,1,Orgulho e Preconceito,Ficção,Jane Austen,47.04
2025-01-23,5094,5424,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,104.6
2024-09-03,9269,9599,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,112.13
2025-02-13,5290,5620,7,2,O Código Da Vinci,Ficção,Dan Brown,93.84
2025-03-05,4348,4678,2,1,1984,Ficção,George Orwell,145.71
2024-06-16,8517,8847,9,1,A Revolução dos Bichos,Ficção,George Orwell,52.99
2025-02-18,5300,5630,4,5,O Hobbit,Ficção,J.R.R. Tolkien,69.49
2025-04-06,8467,8797,7,1,O Código Da Vinci,Ficção,Dan Brown,59.69
2025-02-13,57,169,6,4,Orgulho e Preconceito,Ficção,Jane Austen,100.23
2025-03-06,5,14,4,5,O Hobbit,Ficção,J.R.R. Tolkien,31.27
2025-03-30,8966,9296,7,2,O Código Da Vinci,Ficção,Dan Brown,111.5
2024-10-02,1247,1577,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,113.05
2024-11-13,5959,6289,7,3,O Código Da Vinci,Ficção,Dan Brown,64.79
2024-12-18,4265,4595,6,4,Orgulho e Preconceito,Ficção,Jane Austen,32.85
2024-10-23,8960,9290,3,2,Sapiens,Não Ficção,Yuval Noah Harari,44.2
2024-08-28,2509,2839,5,1,Dom Casmurro,Ficção,Machado de Assis,116.65
2024-11-11,3378,3708,9,2,A Revolução dos Bichos,Ficção,George Orwell,143.66
2024-08-23,4807,5137,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,148.19
2025-05-02,9041,9371,2,4,1984,Ficção,George Orwell,68.86
2024-09-14,3841,4171,6,2,Orgulho e Preconceito,Ficção,Jane Austen,76.11
2024-06-25,8090,8420,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,75.28
2024-07-04,8915,9245,3,1,Sapiens,Não Ficção,Yuval Noah Harari,64.05
2025-02-04,6125,6455,9,5,A Revolução dos Bichos,Ficção,George Orwell,46.31
2025-01-02,5962,6292,7,4,O Código Da Vinci,Ficção,Dan Brown,91.5
2025-03-28,8885,9215,4,1,O Hobbit,Ficção,J.R.R. Tolkien,30.66
2024-10-08,4160,4490,7,5,O Código Da Vinci,Ficção,Dan Brown,45.49
2025-01-24,8674,9004,7,5,O Código Da Vinci,Ficção,Dan Brown,70.75
2025-06-07,2782,3112,6,4,Orgulho e Preconceito,Ficção,Jane Austen,123.72
2025-04-13,9417,9747,5,5,Dom Casmurro,Ficção,Machado de Assis,144.39
2024-11-22,9660,9990,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,42.12
2024-12-03,8284,8614,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,134.24
2025-03-30,6102,6432,3,5,Sapiens,Não Ficção,Yuval Noah Harari,91.64
2025-02-25,9084,9414,9,4,A Revolução dos Bichos,Ficção,George Orwell,143.65
2024-07-13,909,1239,6,3,Orgulho e Preconceito,Ficção,Jane Austen,39.29
2024-09-28,3239,3569,3,1,Sapiens,Não Ficção,Yuval Noah Harari,93.3
2024-11-15,9079,9409,2,4,1984,Ficção,George Orwell,60.95
2024-09-26,7301,7631,6,3,Orgulho e Preconceito,Ficção,Jane Austen,53.49
2025-03-16,5011,5341,9,4,A Revolução dos Bichos,Ficção,George Orwell,145.15
2025-02-14,4593,4923,5,5,Dom Casmurro,Ficção,Machado de Assis,99.38
2024-06-17,45,134,9,2,A Revolução dos Bichos,Ficção,George Orwell,99.11
2025-04-28,4389,4719,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,56.8
2025-03-27,2739,3069,4,5,O Hobbit,Ficção,J.R.R. Tolkien,49.13
2024-07-23,832,1162,5,3,Dom Casmurro,Ficção,Machado de Assis,77.57
2025-04-17,4494,4824,6,4,Orgulho e Preconceito,Ficção,Jane Austen,46.36
2024-11-01,3037,3367,3,3,Sapiens,Não Ficção,Yuval Noah Harari,91.49
2024-09-22,451,781,5,3,Dom Casmurro,Ficção,Machado de Assis,140.67
2025-03-13,4828,5158,4,1,O Hobbit,Ficção,J.R.R. Tolkien,34.17
2024-12-30,2899,3229,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,95.7
2024-12-18,6353,6683,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,38.38
2025-02-15,6469,6799,9,1,A Revolução dos Bichos,Ficção,George Orwell,43.82
2024-09-25,6702,7032,6,2,Orgulho e Preconceito,Ficção,Jane Austen,68.65
2024-06-22,4498,4828,9,2,A Revolução dos Bichos,Ficção,George Orwell,51.07
2024-09-02,9603,9933,7,2,O Código Da Vinci,Ficção,Dan Brown,51.27
2024-08-08,8965,9295,7,5,O Código Da Vinci,Ficção,Dan Brown,108.93
2024-12-13,8770,9100,4,2,O Hobbit,Ficção,J.R.R. Tolkien,94.36
2025-03-31,8232,8562,2,2,1984,Ficção,George Orwell,81.7
2025-03-04,1444,1774,6,2,Orgulho e Preconceito,Ficção,Jane Austen,121.59
2024-07-16,6412,6742,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,91.52
2024-10-27,7027,7357,3,4,Sapiens,Não Ficção,Yuval Noah Harari,71.98
2025-03-23,628,958,5,4,Dom Casmurro,Ficção,Machado de Assis,38.19
2024-06-26,582,912,7,4,O Código Da Vinci,Ficção,Dan Brown,135.96
2024-09-07,547,877,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,65.26
2024-09-14,53,155,3,4,Sapiens,Não Ficção,Yuval Noah Harari,29.77
2025-05-31,8498,8828,5,3,Dom Casmurro,Ficção,Machado de Assis,46.86
2025-01-06,1371,1701,7,3,O Código Da Vinci,Ficção,Dan Brown,113.44
2024-06-26,1605,1935,5,5,Dom Casmurro,Ficção,Machado de Assis,60.65
2024-12-23,7839,8169,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,58.05
2025-03-08,5562,5892,5,5,Dom Casmurro,Ficção,Machado de Assis,54.46
2024-12-19,3544,3874,2,1,1984,Ficção,George Orwell,42.78
2025-01-29,3944,4274,6,2,Orgulho e Preconceito,Ficção,Jane Austen,61.31
2024-07-26,2498,2828,4,5,O Hobbit,Ficção,J.R.R. Tolkien,21.97
2024-08-01,4987,5317,4,4,O Hobbit,Ficção,J.R.R. Tolkien,106.04
2024-12-15,2040,2370,2,1,1984,Ficção,George Orwell,49.9
2024-08-07,8666,8996,2,4,1984,Ficção,George Orwell,104.86
2025-01-17,308,638,3,1,Sapiens,Não Ficção,Yuval Noah Harari,34.32
2024-08-02,5146,5476,4,1,O Hobbit,Ficção,J.R.R. Tolkien,39.19
2025-02-03,7020,7350,3,1,Sapiens,Não Ficção,Yuval Noah Harari,57.72
2025-05-03,3244,3574,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,99.4
2024-07-06,6740,7070,3,4,Sapiens,Não Ficção,Yuval Noah Harari,62.81
2025-04-19,5572,5902,5,5,Dom Casmurro,Ficção,Machado de Assis,88.16
2025-05-19,4887,5217,3,4,Sapiens,Não Ficção,Yuval Noah Harari,24.69
2025-06-03,140,413,7,4,O Código Da Vinci,Ficção,Dan Brown,66.39
2024-11-25,7038,7368,9,4,A Revolução dos Bichos,Ficção,George Orwell,149.26
2024-09-16,3273,3603,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,86.69
2024-10-30,2921,3251,2,1,1984,Ficção,George Orwell,46.42
2025-04-03,1941,2271,9,4,A Revolução dos Bichos,Ficção,George Orwell,65.6
2025-05-17,5739,6069,3,5,Sapiens,Não Ficção,Yuval Noah Harari,100.29
2025-04-24,7194,7524,7,4,O Código Da Vinci,Ficção,Dan Brown,64.2
2024-08-15,6182,6512,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,80.9
2025-06-09,1512,1842,3,4,Sapiens,Não Ficção,Yuval Noah Harari,122.52
2025-05-21,581,911,3,5,Sapiens,Não Ficção,Yuval Noah Harari,53.02
2024-10-05,2836,3166,2,1,1984,Ficção,George Orwell,65.82
2025-02-03,7,18,6,2,Orgulho e Preconceito,Ficção,Jane Austen,87.55
2024-07-31,6661,6991,5,2,Dom Casmurro,Ficção,Machado de Assis,145.55
2025-04-27,3266,3596,3,2,Sapiens,Não Ficção,Yuval Noah Harari,35.61
2024-12-17,157,461,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,25.01
2025-06-11,115,341,6,3,Orgulho e Preconceito,Ficção,Jane Austen,66.34
2024-12-28,5048,5378,4,3,O Hobbit,Ficção,J.R.R. Tolkien,100.07
2025-03-19,3778,4108,7,2,O Código Da Vinci,Ficção,Dan Brown,139.33
2025-04-19,6065,6395,2,2,1984,Ficção,George Orwell,33.29
2024-11-23,600,930,7,5,O Código Da Vinci,Ficção,Dan Brown,107.51
2025-02-09,8065,8395,7,2,O Código Da Vinci,Ficção,Dan Brown,43.62
2025-02-18,5128,5458,5,5,Dom Casmurro,Ficção,Machado de Assis,50.38
2024-08-24,7196,7526,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,84.93
2025-03-02,4797,5127,4,2,O Hobbit,Ficção,J.R.R. Tolkien,48.3
2024-08-15,4102,4432,2,2,1984,Ficção,George Orwell,80.08
2024-09-29,5736,6066,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,67.34
2025-03-20,1403,1733,4,2,O Hobbit,Ficção,J.R.R. Tolkien,65.8
2025-02-28,7232,7562,3,3,Sapiens,Não Ficção,Yuval Noah Harari,68.82
2025-06-05,2298,2628,4,1,O Hobbit,Ficção,J.R.R. Tolkien,111.18
2025-05-02,3279,3609,6,4,Orgulho e Preconceito,Ficção,Jane Austen,64.7
2024-12-12,7804,8134,7,3,O Código Da Vinci,Ficção,Dan Brown,135.59
2025-01-01,7234,7564,5,2,Dom Casmurro,Ficção,Machado de Assis,111.12
2025-02-04,6232,6562,2,1,1984,Ficção,George Orwell,147.71
2025-04-04,1165,1495,2,4,1984,Ficção,George Orwell,23.0
2025-04-28,4599,4929,9,2,A Revolução dos Bichos,Ficção,George Orwell,133.06
2024-11-06,6821,7151,9,4,A Revolução dos Bichos,Ficção,George Orwell,48.49
2024-07-28,115,342,9,4,A Revolução dos Bichos,Ficção,George Orwell,59.66
2024-10-12,,1987,9,2,A Revolução dos Bichos,Ficção,George Orwell,131.53
2024-12-24,9349,9679,9,1,A Revolução dos Bichos,Ficção,George Orwell,129.19
2024-10-20,6280,6610,7,4,O Código Da Vinci,Ficção,Dan Brown,68.22
2024-07-08,3694,4024,2,1,1984,Ficção,George Orwell,143.09
2025-02-28,4691,5021,2,4,1984,Ficção,George Orwell,65.3
2024-07-24,8367,8697,9,3,A Revolução dos Bichos,Ficção,George Orwell,93.27
2024-09-19,8296,8626,3,2,Sapiens,Não Ficção,Yuval Noah Harari,70.18
2025-05-11,8660,8990,4,3,O Hobbit,Ficção,J.R.R. Tolkien,115.47
2024-10-03,6105,6435,7,4,O Código Da Vinci,Ficção,Dan Brown,80.69
2025-04-14,1205,1535,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,106.22
2024-12-02,7547,7877,6,1,Orgulho e Preconceito,Ficção,Jane Austen,119.19
2025-02-21,3626,3956,5,1,Dom Casmurro,Ficção,Machado de Assis,104.56
2025-05-29,8359,8689,6,1,Orgulho e Preconceito,Ficção,Jane Austen,134.38
2024-07-19,7572,7902,3,1,Sapiens,Não Ficção,Yuval Noah Harari,33.81
2024-07-30,8723,9053,3,2,Sapiens,Não Ficção,Yuval Noah Harari,56.36
2024-06-19,8776,9106,5,1,Dom Casmurro,Ficção,Machado de Assis,77.45
2024-06-21,7423,7753,3,5,Sapiens,Não Ficção,Yuval Noah Harari,50.1
2024-08-04,6550,6880,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,139.68
2024-07-21,4199,4529,5,1,Dom Casmurro,Ficção,Machado de Assis,96.85
2024-11-17,7853,8183,4,2,O Hobbit,Ficção,J.R.R. Tolkien,91.01
2024-11-28,831,1161,5,2,Dom Casmurro,Ficção,Machado de Assis,81.79
2025-02-16,8308,8638,4,5,O Hobbit,Ficção,J.R.R. Tolkien,142.71
2024-08-28,7247,7577,5,3,Dom Casmurro,Ficção,Machado de Assis,95.88
2025-02-05,1878,2208,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,30.28
2025-05-04,72,213,5,5,Dom Casmurro,Ficção,Machado de Assis,113.85
2024-12-09,5195,5525,3,3,Sapiens,Não Ficção,Yuval Noah Harari,108.51
2025-01-03,8898,9228,9,1,A Revolução dos Bichos,Ficção,George Orwell,56.51
2024-11-05,1084,1414,5,4,Dom Casmurro,Ficção,Machado de Assis,72.25
2024-10-03,3224,3554,4,3,O Hobbit,Ficção,J.R.R. Tolkien,42.17
2025-01-06,321,651,9,4,A Revolução dos Bichos,Ficção,George Orwell,92.93
2024-10-22,6049,6379,6,1,Orgulho e Preconceito,Ficção,Jane Austen,49.85
2024-07-12,1282,1612,2,5,1984,Ficção,George Orwell,38.76
2025-02-15,6620,6950,6,5,Orgulho e Preconceito,Ficção,Jane Austen,76.89
2024-09-23,9275,9605,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,36.06
2025-01-27,6124,6454,6,5,Orgulho e Preconceito,Ficção,Jane Austen,144.7
2025-05-06,470,800,9,2,A Revolução dos Bichos,Ficção,George Orwell,110.43
2024-09-25,746,1076,5,2,Dom Casmurro,Ficção,Machado de Assis,20.35
2024-12-31,5728,6058,3,5,Sapiens,Não Ficção,Yuval Noah Harari,97.96
2025-02-06,1011,1341,9,4,A Revolução dos Bichos,Ficção,George Orwell,41.26
2024-11-02,6688,7018,9,5,A Revolução dos Bichos,Ficção,George Orwell,144.76
2025-04-05,5672,6002,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,72.18
2024-10-29,5566,5896,2,5,1984,Ficção,George Orwell,138.68
2024-09-26,2309,2639,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,140.57
2025-01-19,2066,2396,6,5,Orgulho e Preconceito,Ficção,Jane Austen,46.7
2024-08-01,2804,3134,9,3,A Revolução dos Bichos,Ficção,George Orwell,67.6
2025-05-27,4581,4911,6,4,Orgulho e Preconceito,Ficção,Jane Austen,72.27
2024-09-04,4752,5082,9,1,A Revolução dos Bichos,Ficção,George Orwell,121.53
2025-02-21,4353,4683,5,1,Dom Casmurro,Ficção,Machado de Assis,110.54
2025-04-10,267,597,7,2,O Código Da Vinci,Ficção,Dan Brown,35.91
2025-04-13,9072,9402,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,73.47
2025-02-24,63,188,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,125.91
2024-10-26,4355,4685,2,2,1984,Ficção,George Orwell,104.96
2024-08-13,609,939,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,56.87
2024-07-03,7055,7385,9,5,A Revolução dos Bichos,Ficção,George Orwell,74.61
2024-08-02,8421,8751,9,4,A Revolução dos Bichos,Ficção,George Orwell,99.27
2025-02-27,5918,6248,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,74.04
2024-10-12,3550,3880,3,2,Sapiens,Não Ficção,Yuval Noah Harari,68.15
2025-03-18,4774,5104,9,4,A Revolução dos Bichos,Ficção,George Orwell,62.07
2025-06-12,4147,4477,6,1,Orgulho e Preconceito,Ficção,Jane Austen,97.45
2025-01-09,6863,7193,3,1,Sapiens,Não Ficção,Yuval Noah Harari,98.95
2025-05-12,2109,2439,7,2,O Código Da Vinci,Ficção,Dan Brown,121.18
2024-09-21,5055,5385,7,2,O Código Da Vinci,Ficção,Dan Brown,73.4
2024-09-19,1630,1960,9,4,A Revolução dos Bichos,Ficção,George Orwell,138.67
2025-02-15,651,981,6,5,Orgulho e Preconceito,Ficção,Jane Austen,33.16
2024-09-17,3816,4146,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,47.52
2024-07-29,1612,1942,9,5,A Revolução dos Bichos,Ficção,George Orwell,91.16
2025-05-31,3079,3409,6,3,Orgulho e Preconceito,Ficção,Jane Austen,103.56
2025-01-08,6879,7209,9,3,A Revolução dos Bichos,Ficção,George Orwell,100.7
2024-11-17,164,483,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,59.35
2025-05-08,6244,6574,2,5,1984,Ficção,George Orwell,138.13
2024-10-20,6655,6985,6,1,Orgulho e Preconceito,Ficção,Jane Austen,147.65
2024-08-18,7503,7833,4,1,O Hobbit,Ficção,J.R.R. Tolkien,142.73
2024-12-30,6431,6761,5,2,Dom Casmurro,Ficção,Machado de Assis,116.62
2025-03-27,8846,9176,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,32.39
2025-02-23,3022,3352,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,22.05
2024-10-21,38,116,7,4,O Código Da Vinci,Ficção,Dan Brown,107.5
2024-10-13,,4749,3,3,Sapiens,Não Ficção,Yuval Noah Harari,141.32
2024-06-20,2259,2589,6,1,Orgulho e Preconceito,Ficção,Jane Austen,40.6
2024-06-27,595,925,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,103.61
2024-12-17,499,829,4,2,O Hobbit,Ficção,J.R.R. Tolkien,81.93
2025-01-06,8104,8434,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,54.95
2025-04-19,3850,4180,3,4,Sapiens,Não Ficção,Yuval Noah Harari,94.13
2024-07-08,1348,1678,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,79.95
2025-03-14,2853,3183,4,5,O Hobbit,Ficção,J.R.R. Tolkien,57.09
2024-12-31,618,948,5,5,Dom Casmurro,Ficção,Machado de Assis,66.54
2024-07-02,1476,1806,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,86.54
2025-06-02,9472,9802,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,56.41
2024-08-21,146,428,3,1,Sapiens,Não Ficção,Yuval Noah Harari,93.44
2025-05-17,6707,7037,4,3,O Hobbit,Ficção,J.R.R. Tolkien,83.93
2025-04-18,9619,9949,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,70.08
2025-02-24,1583,1913,3,1,Sapiens,Não Ficção,Yuval Noah Harari,57.04
2024-08-18,7653,7983,5,1,Dom Casmurro,Ficção,Machado de Assis,49.97
2024-10-22,8077,8407,7,4,O Código Da Vinci,Ficção,Dan Brown,119.72
2024-09-21,6427,6757,2,4,1984,Ficção,George Orwell,125.76
2025-05-12,8531,8861,3,1,Sapiens,Não Ficção,Yuval Noah Harari,83.12
2025-03-18,1579,1909,3,1,Sapiens,Não Ficção,Yuval Noah Harari,147.62
2025-06-02,6329,6659,5,5,Dom Casmurro,Ficção,Machado de Assis,64.34
2025-03-05,259,589,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,58.94
2024-11-23,5926,6256,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,20.54
2025-04-12,5202,5532,9,3,A Revolução dos Bichos,Ficção,George Orwell,45.51
2024-07-26,511,841,6,3,Orgulho e Preconceito,Ficção,Jane Austen,50.93
2025-01-15,4704,5034,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,121.38
2024-09-28,2550,2880,4,3,O Hobbit,Ficção,J.R.R. Tolkien,124.76
2024-08-26,4858,5188,6,2,Orgulho e Preconceito,Ficção,Jane Austen,72.83
2025-04-23,2083,2413,6,5,Orgulho e Preconceito,Ficção,Jane Austen,111.54
2024-10-13,5353,5683,5,3,Dom Casmurro,Ficção,Machado de Assis,55.58
2025-01-21,1615,1945,6,1,Orgulho e Preconceito,Ficção,Jane Austen,86.56
2025-02-10,7478,7808,4,1,O Hobbit,Ficção,J.R.R. Tolkien,136.78
2024-09-02,6650,6980,9,1,A Revolução dos Bichos,Ficção,George Orwell,27.9
2024-10-10,8814,9144,6,2,Orgulho e Preconceito,Ficção,Jane Austen,77.45
2024-10-28,1152,1482,3,4,Sapiens,Não Ficção,Yuval Noah Harari,135.79
2024-11-17,2006,2336,4,1,O Hobbit,Ficção,J.R.R. Tolkien,133.44
2024-08-23,5666,5996,4,3,O Hobbit,Ficção,J.R.R. Tolkien,49.03
2024-12-04,4229,4559,2,1,1984,Ficção,George Orwell,109.31
2024-07-08,5023,5353,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,54.39
2025-04-28,808,1138,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,121.4
2024-08-13,6154,6484,3,1,Sapiens,Não Ficção,Yuval Noah Harari,58.67
2024-08-17,606,936,7,3,O Código Da Vinci,Ficção,Dan Brown,89.56
2024-12-19,8540,8870,2,1,1984,Ficção,George Orwell,113.36
2024-09-30,4338,4668,4,5,O Hobbit,Ficção,J.R.R. Tolkien,36.56
2024-09-25,3693,4023,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,73.2
2024-11-05,5496,5826,7,5,O Código Da Vinci,Ficção,Dan Brown,66.03
2025-06-13,3715,4045,9,1,A Revolução dos Bichos,Ficção,George Orwell,29.39
2024-07-01,1193,1523,2,1,1984,Ficção,George Orwell,46.2
2025-02-15,813,1143,2,4,1984,Ficção,George Orwell,52.75
2024-06-21,6109,6439,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,84.91
2025-02-27,6231,6561,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,22.15
2024-07-05,6778,7108,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,76.94
2025-02-10,5199,5529,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,102.72
2025-02-13,3403,3733,5,4,Dom Casmurro,Ficção,Machado de Assis,32.18
2024-09-18,7362,7692,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,139.31
2025-05-03,5757,6087,5,3,Dom Casmurro,Ficção,Machado de Assis,88.68
2025-01-08,7428,7758,3,2,Sapiens,Não Ficção,Yuval Noah Harari,40.27
2025-05-03,3090,3420,4,1,O Hobbit,Ficção,J.R.R. Tolkien,98.94
2025-01-03,5173,5503,9,2,A Revolução dos Bichos,Ficção,George Orwell,147.23
2024-07-16,2831,3161,9,3,A Revolução dos Bichos,Ficção,George Orwell,38.16
2025-02-03,5760,6090,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,136.24
2025-01-14,7927,8257,9,1,A Revolução dos Bichos,Ficção,George Orwell,141.63
2025-02-04,,7491,6,5,Orgulho e Preconceito,Ficção,Jane Austen,112.26
2024-10-19,4040,4370,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,139.49
2024-10-27,2042,2372,9,4,A Revolução dos Bichos,Ficção,George Orwell,72.5
2024-11-25,4796,5126,7,3,O Código Da Vinci,Ficção,Dan Brown,138.62
2025-05-10,6476,6806,2,5,1984,Ficção,George Orwell,42.54
2024-09-30,8134,8464,9,4,A Revolução dos Bichos,Ficção,George Orwell,64.86
2024-08-20,4510,4840,9,3,A Revolução dos Bichos,Ficção,George Orwell,148.66
2024-10-27,9113,9443,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,112.16
2025-02-16,2893,3223,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,101.41
2025-01-29,6741,7071,7,4,O Código Da Vinci,Ficção,Dan Brown,93.43
2024-08-21,9633,9963,4,3,O Hobbit,Ficção,J.R.R. Tolkien,107.73
2025-04-02,7125,7455,3,1,Sapiens,Não Ficção,Yuval Noah Harari,147.38
2024-10-09,2777,3107,5,3,Dom Casmurro,Ficção,Machado de Assis,41.59
2025-02-27,4957,5287,9,5,A Revolução dos Bichos,Ficção,George Orwell,106.08
2024-08-31,6876,7206,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,148.99
2025-01-25,2933,3263,2,5,1984,Ficção,George Orwell,112.02
2024-10-29,4722,5052,7,5,O Código Da Vinci,Ficção,Dan Brown,138.42
2024-10-26,157,460,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,110.06
2024-10-16,5304,5634,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,35.88
